county_id,station_id,rainfall_24h_in,rainfall_72h_accum_in,temperature_f,humidity_percent,mean_water_level_ft,max_water_level_ft,mean_elevation_meters,population_density_per_sqmi,mean_slope_degrees,inundated_area_sqkm,inundation_percentage,soil_saturation_index,label,record_id,date
Polk MN,USGS_05079000,11.608764227495271,42.998779074619755,76.8,55.1,15.335100553876902,19.706688578148988,280,60,2.788090137160527,10.0037710021524,36.11612373245761,30.146415931568853,no_flood,HIST_000031,1992-05-18
Walsh ND,USGS_05082500,1.4907381165136009,25.017436759907987,37.4,83.4,23.710663862189776,26.850165809644317,300,35,1.7043975798721798,6.10326792322005,44.8955814230195,26.60689174207396,no_flood,HIST_000032,1986-08-22
Traill ND,USGS_05082500,14.8554925755118,36.76483615645611,80.0,27.2,25.858080114571486,30.1941550199451,275,60,2.3853666769828137,9.40691790480593,6.292149991948854,76.36646854844372,no_flood,HIST_000033,1999-10-07
Cass ND,USGS_05054000,7.666552382573442,14.804580046380599,82.4,61.4,24.4860108625678,24.920612303004916,290,30,2.8427663545463693,18.030742570182316,7.654818167733826,35.539831521885205,no_flood,HIST_000034,1977-04-26
Clay MN,USGS_05079000,13.397558369147061,46.04845822953763,46.2,45.8,25.32134673977413,26.188214716247902,260,55,3.741913561566063,4.454285588264843,31.47068337421528,46.935714429069535,flood,HIST_000035,2007-08-06
Clay MN,USGS_05087500,9.000209950238826,25.133098484284254,69.3,45.4,27.483187801257227,31.33065246721691,270,35,1.9676093713938085,3.450940473890895,14.544583944904815,20.335314226528318,no_flood,HIST_000036,1997-06-05
Traill ND,USGS_05079000,9.910406416810767,11.127823234669886,67.9,39.7,9.07741404999158,12.500271789390746,310,30,1.719670278106642,0.8224750119824907,0.16265396485978023,20.50264577275132,no_flood,HIST_000037,1986-08-06
Norman MN,USGS_05079000,15.589439264959802,45.96377252256856,39.0,79.1,25.65602290125142,28.52838846715098,290,35,3.60457194189568,8.566422324160715,9.81935657194227,24.783921813789362,flood,HIST_000038,1976-03-27
Traill ND,USGS_05082500,11.100623873291486,28.3290732487475,72.4,64.4,9.758236417416587,11.951959794358281,275,95,2.943715677265314,8.312311948686316,23.488926612090115,57.86717317193566,no_flood,HIST_000039,2011-08-19
Norman MN,USGS_05079000,2.3456324809766027,2.4234526915438215,64.7,79.1,15.066141474224677,17.93189572051162,270,55,3.994231539809608,11.92286234013977,8.587679132908177,28.409013385251694,no_flood,HIST_000040,1973-10-05
Polk MN,USGS_05082500,24.51127642115377,66.72093171365314,78.2,71.8,21.778946119717535,25.248688342053036,300,55,2.8568111083689907,2.9484864349301385,20.741759610235167,26.34379451212831,flood,HIST_000041,1981-08-06
Traill ND,USGS_05053000,0.24982676241611412,4.7082588757871005,90.9,66.3,20.084739529427953,23.567993648812415,290,35,3.8062484529432394,3.36112656237062,36.40290278297135,48.17176041721474,no_flood,HIST_000042,2000-08-09
Traill ND,USGS_05079000,18.444029942096588,56.75416091350067,83.2,25.3,29.029329382537384,30.696825240993103,300,95,2.4954217339773583,4.696305497954451,55.19133698476563,41.17113949293651,flood,HIST_000043,1989-11-02
Polk MN,USGS_05054000,3.4346942480459894,24.07196147269324,37.0,47.7,26.97710291521739,30.87958145294783,290,60,2.193967931573545,3.762111436353634,58.532478940965376,51.30900892153117,no_flood,HIST_000044,1991-06-22
Walsh ND,USGS_05059000,8.633067817353176,32.942096799169846,88.9,40.0,24.120852312074398,25.07429091539273,300,60,1.5913741696202373,10.790021387222739,33.890467995756985,15.913777548551714,no_flood,HIST_000045,1985-03-15
Clay MN,USGS_05082500,8.384006364735463,23.00735273511335,91.8,52.3,20.298110917203054,21.651834282920824,300,95,3.1099988580975393,4.967051001965145,42.958333730843854,69.30315477191363,no_flood,HIST_000046,1972-09-23
Polk MN,USGS_05053000,17.503187615843828,43.844446634375245,68.4,77.6,25.384265266921357,29.410840103710882,260,95,3.971821954888607,7.598046078925604,48.41100893775516,96.63843866993872,no_flood,HIST_000047,2008-06-21
Traill ND,USGS_05059000,7.943221247480022,19.628620790056303,70.0,55.8,28.492137015765095,32.95549557114997,300,35,3.5436089043461023,2.0910919034239637,35.417696550888465,34.125727674058865,flood,HIST_000048,1976-05-06
Traill ND,USGS_05054000,9.134809496871709,18.65802427906051,83.0,56.0,22.15919631898989,22.271542860590475,310,45,2.171693398462365,6.508073427311414,38.00869318956884,33.20989168898821,no_flood,HIST_000049,1993-11-14
Walsh ND,USGS_05082500,1.0812579693720736,12.049128906651509,68.3,72.6,24.169218486114026,28.317927504650036,310,30,2.016053179401508,19.024936736559667,10.522276717406974,92.29707513324638,no_flood,HIST_000050,1997-05-28
Traill ND,USGS_05082500,28.05088906382148,82.82779672713802,39.1,86.1,25.194206631987065,27.380173613773284,260,35,3.788784193229785,5.5822356382689735,36.62428002047746,95.43761173519891,flood,HIST_000051,2018-08-22
Traill ND,USGS_05092000,1.3224386142750726,6.492859988308547,92.3,36.3,24.59310756430273,27.709770318827683,260,60,2.685593271750924,2.0285043660368425,42.29553298133718,63.845745244133916,no_flood,HIST_000052,1996-07-03
Polk MN,USGS_05082500,0.0,5.661257314475883,90.0,35.0,29.71892292448195,34.47010969358596,275,45,2.615014432394889,5.468433043216233,32.514056842701486,88.56512522887675,flood,HIST_000053,1979-05-17
Norman MN,USGS_05092000,18.794423537257273,56.90441477781188,91.6,27.9,12.632805845308622,16.160681707887065,275,25,3.8131207935391647,8.169732417948552,2.0367587151479305,72.76782405221559,flood,HIST_000054,1980-03-16
Clay MN,USGS_05079000,8.588329422319761,17.320434013175305,37.2,68.5,22.222695510986824,23.372739697425338,270,35,1.801417214443197,4.3411226178963,41.777326552688386,40.58874673912595,no_flood,HIST_000055,1994-12-07
Norman MN,USGS_05053000,26.530215069957737,77.04335536131627,49.0,26.8,32.79428796143292,37.14478233093757,275,45,1.553173527125968,7.100670831957,47.92699414641992,99.81406994800037,flood,HIST_000056,2000-01-21
Walsh ND,USGS_05054000,20.4507202855461,58.7693952305529,78.9,25.2,12.76851076481848,15.105064597506743,310,25,2.2425071911372054,10.739740182614044,54.62034612345206,14.059060949829085,flood,HIST_000057,1986-01-25
Walsh ND,USGS_05087500,28.995963565004534,79.50400587563006,94.4,79.3,32.39005895010283,32.714990997517305,290,60,2.5039505910637185,7.797271595749735,13.83415174830114,84.75782659755622,flood,HIST_000058,2017-10-11
Clay MN,USGS_05054000,5.433735228332177,17.814239745624175,88.0,92.7,18.92295961666944,23.897498729901617,270,95,1.9347381230487182,17.02148910592598,9.233754380391304,83.42498124915559,no_flood,HIST_000059,2009-08-15
Cass ND,USGS_05054000,8.561016569725108,20.791557784071248,68.1,31.4,32.0450081641606,34.087274229514094,280,35,2.431721292530785,13.974028672379601,43.4052068213151,54.628816157089375,flood,HIST_000060,1977-05-28
Grand Forks ND,USGS_05087500,9.566144630637817,23.443080223979777,82.8,73.1,14.117624874137423,18.37053351960863,280,55,3.668235502399506,4.97808887365543,50.220799701820326,72.77243155023552,no_flood,HIST_000061,2013-04-27
Traill ND,USGS_05087500,11.378727157350617,29.681581813998125,84.9,62.0,17.96775652205698,17.99968588064115,290,30,2.217595332937282,7.702990658943691,15.588214863849588,67.06051327896502,no_flood,HIST_000062,1995-03-16
Traill ND,USGS_05079000,13.899097047125524,36.22622255392772,41.2,93.4,24.19494352996123,27.634372141465295,270,45,1.6695926477629297,7.677488365635372,42.4903253187169,16.061554132189453,no_flood,HIST_000063,1981-06-01
Traill ND,USGS_05082500,31.805255881874913,96.93277051218959,57.3,84.8,21.814062749054045,23.076606497495955,260,60,1.5025736996140835,6.100036927503888,6.131617181623139,86.87887970154094,flood,HIST_000064,1986-07-11
Walsh ND,USGS_05053000,7.907958012157297,17.872063434843945,60.2,71.6,33.377953769279905,35.36592575909388,280,35,2.185538005871675,6.1675272364245135,24.56004037890258,90.4689283311221,flood,HIST_000065,1986-02-03
Cass ND,USGS_05054000,18.29852156763717,53.5073388793049,40.5,36.2,14.949339950627241,17.217808123653654,260,25,2.8258859843206405,9.687704046927166,11.12753248059926,51.588756168909455,flood,HIST_000066,2001-07-17
Traill ND,USGS_05087500,2.593733352515258,19.719293207626958,70.4,56.6,25.517373244774017,30.439130281788536,290,95,1.8739516066689144,14.582957696410464,40.82739758155952,45.599057549197184,no_flood,HIST_000067,2018-06-11
Grand Forks ND,USGS_05054000,14.46441871732135,43.82265835724187,94.2,35.4,16.45532377282839,18.94976454008517,260,45,3.0453893357952975,9.761119835877404,19.587678494639512,56.59404790462403,no_flood,HIST_000068,2004-09-13
Traill ND,USGS_05054000,29.534921615631436,82.9157199354789,84.3,28.0,17.287229890003452,20.639157181775513,310,95,3.878874935888317,2.7820503585933936,53.7732781611023,63.52989736392425,flood,HIST_000069,1980-07-09
Clay MN,USGS_05087500,13.523119504032294,45.38647541614199,88.7,65.0,32.66574549336178,36.75223434317425,270,35,2.6307957112957503,8.96138377046929,4.897798921835374,15.431687559150742,flood,HIST_000070,1994-12-13
Cass ND,USGS_05092000,37.40996785651338,106.661724638909,64.9,65.5,11.11978919399873,14.71579808536005,300,55,2.071136853328247,6.864847768430694,40.81369454587748,16.497856808125825,flood,HIST_000071,1986-01-07
Walsh ND,USGS_05054000,9.618471563060233,39.88730565620177,94.3,27.9,30.97963367176328,35.31479115237553,290,55,2.9466885214309837,1.6035055887002647,43.51545962490819,53.80020472822326,flood,HIST_000072,1973-02-04
Traill ND,USGS_05059000,9.989685237195392,41.25332981572549,49.1,81.6,28.325545633293945,30.352096548722663,300,95,3.0046384591550215,1.7660696645177336,24.78187047886182,16.22195075679575,flood,HIST_000073,2012-06-28
Grand Forks ND,USGS_05059000,24.363209535012718,85.01531684346257,58.9,87.6,33.32857721620623,33.373729236853976,270,60,2.9710315833515137,13.884925096267063,23.79958658061372,31.332507139750255,flood,HIST_000074,2002-11-10
Polk MN,USGS_05085000,12.971360576125734,27.81089943599288,91.9,43.4,21.31654143115784,23.11279517073907,290,35,2.448396474806059,1.2833283276699468,46.907419790701766,73.48470347009832,no_flood,HIST_000075,1999-06-12
Polk MN,USGS_05092000,25.435339141481784,60.86421335238914,58.8,60.0,30.077202442768137,33.507041122683056,300,55,1.5434494754636991,11.499825123892318,58.38586488422079,62.21010067259213,flood,HIST_000076,2018-11-18
Norman MN,USGS_05087500,6.400452626521558,14.652513559941312,78.8,36.4,16.871152147936115,18.043958614610258,300,25,3.9083670820509977,11.749016885869661,22.45780602838756,11.576439177585602,no_flood,HIST_000077,1989-01-26
Norman MN,USGS_05053000,6.295124417625088,13.32311485402268,84.6,73.7,20.589309163105337,23.47523534666408,290,25,2.3714341681049262,7.421820544738216,36.29723536143245,38.63003982563075,no_flood,HIST_000078,2004-09-25
Grand Forks ND,USGS_05054000,10.253995419873057,24.51388556524532,61.3,90.8,33.011215121675534,37.40067091688217,290,60,2.2929892919134964,5.148893317460027,38.94447952766358,39.5543105096573,flood,HIST_000079,1972-12-26
Norman MN,USGS_05059000,16.855954414715615,53.29514801312911,70.2,37.3,7.437636491826737,10.650516336562685,260,25,3.398360819807165,6.489060457119428,32.5418198987843,95.6330703699392,flood,HIST_000080,1973-06-28
Grand Forks ND,USGS_05092000,9.11989393022252,5.401910133614109,80.9,84.3,30.450658962757828,34.0412743438903,270,35,3.888809239887337,5.445085336294318,3.616043417373651,94.09924241249628,flood,HIST_000081,1993-03-02
Traill ND,USGS_05092000,24.765424416085636,52.194287452193905,40.4,77.4,26.83456252534538,28.83408855936616,300,95,3.941813096656447,13.1069357149068,31.3488624309671,21.090038875494944,flood,HIST_000082,2015-10-07
Grand Forks ND,USGS_05059000,7.290302209421245,22.547204129553887,37.6,71.2,34.30667783096067,39.06369454199396,260,45,3.004029550365828,6.922175445669398,12.722690394493599,64.98828899658926,flood,HIST_000083,2013-08-24
Cass ND,USGS_05082500,16.004433698995676,38.75375643827172,81.0,35.9,16.63410323772151,18.753827302288023,290,45,1.8824595020714066,10.063184689869756,52.155577479063155,52.560276906986395,no_flood,HIST_000084,1992-01-22
Grand Forks ND,USGS_05059000,1.3250125064688687,16.14451753902913,43.5,45.0,28.681180194575283,31.666414779053742,260,60,3.18960311271844,0.9246426681825778,0.9492655059349464,40.69810220267985,flood,HIST_000085,2017-03-04
Clay MN,USGS_05085000,0.0,3.598900669178091,57.0,50.1,20.55130215264001,23.637081069618244,300,25,2.6060248412016738,18.616685258029953,40.176156968037716,16.293844513849074,no_flood,HIST_000086,2003-05-08
Traill ND,USGS_05053000,14.508169690234322,54.41127823892382,74.7,65.7,34.54191585173253,38.195168402928765,270,45,2.663014030709295,7.177150442268578,10.518176541459578,72.10044017385991,flood,HIST_000087,1987-10-25
Norman MN,USGS_05053000,5.2584339849590975,7.987449836693873,49.6,74.0,18.404994575258716,18.869640297155666,270,45,2.1426181660802,11.442092549867303,51.881171522012416,64.76377713938122,no_flood,HIST_000088,1983-06-20
Clay MN,USGS_05092000,5.922697071515882,11.39528911783756,58.8,57.6,23.26725568954332,26.270227356346407,280,35,2.789198569241244,6.63536572989246,51.085497464705746,28.765946292160223,no_flood,HIST_000089,2018-01-10
Traill ND,USGS_05082500,17.788009929728574,56.61650169382226,84.1,48.5,40.8463928191149,40.960861943995496,310,60,1.8844778741700776,4.602011673854053,57.43937327367523,61.57372860377644,flood,HIST_000090,1981-09-02
Cass ND,USGS_05092000,36.54870203733781,121.45263220316488,43.8,51.8,28.15545256890529,28.496314115832757,260,60,1.5645297673737175,9.647495606529388,18.708967985115574,55.55276765562197,flood,HIST_000091,1989-12-06
Grand Forks ND,USGS_05079000,8.98436472482396,28.874080012843752,38.5,97.6,26.781227715702702,27.070130520684536,280,55,3.237588072146383,4.159046554065424,18.196508854055732,19.0941229909582,no_flood,HIST_000092,1987-12-01
Walsh ND,USGS_05087500,10.308483779318516,26.42970847209687,60.6,34.5,32.84665562189557,37.2796766980979,290,55,2.6244616220533064,25.0,22.065561052637378,47.27167772760343,flood,HIST_000093,1985-07-05
Grand Forks ND,USGS_05085000,9.847478115927794,22.39628068591318,47.9,25.9,37.11374701064388,38.319754298641584,270,55,3.9396843872751344,2.738049111786468,27.26264007359765,85.99213744656544,flood,HIST_000094,1997-04-02
Walsh ND,USGS_05053000,11.182902789665697,20.308175421554616,88.5,94.7,19.45584269008036,23.390359621356836,290,55,2.288517239370032,5.643093203320953,26.256187443323515,32.92035598414461,no_flood,HIST_000095,1981-02-26
Walsh ND,USGS_05053000,37.11942228550081,104.1627735749651,39.0,62.8,29.42048801388959,30.171333017974796,270,25,3.343584421803714,23.405323872756284,5.087520962748194,74.4691049256414,flood,HIST_000096,2016-03-24
Polk MN,USGS_05053000,4.583109642542163,23.439277338345455,68.0,85.6,24.658103803611443,25.00166796620278,270,60,2.5607422147122203,1.0541955993372658,30.879455194410696,90.90107416056118,no_flood,HIST_000097,1979-08-25
Cass ND,USGS_05082500,5.905437961406008,12.54753791667167,54.3,34.1,22.410109428600975,24.781789978132046,270,30,1.7848915867857928,11.949320024464688,36.98998361370501,24.097459327642746,no_flood,HIST_000098,1981-01-08
Clay MN,USGS_05059000,10.530278248347331,36.193889744994074,90.7,74.3,6.773589894369373,9.253829087768805,275,25,1.5317872249672337,3.4604676177578253,40.28729609367859,38.523022961045044,no_flood,HIST_000099,2010-01-12
Cass ND,USGS_05059000,19.08929119459865,50.65397350934759,74.4,38.0,28.46049828857339,31.185632883058084,270,95,3.9616743488112705,6.191111298920519,49.0671197914167,29.216022967960473,flood,HIST_000100,2022-07-24
Walsh ND,USGS_05092000,12.040478843225888,34.657406538699874,87.6,56.7,30.550204632949658,31.35444550273839,280,95,2.8951058128724174,3.150345547964222,44.5027236907758,89.33057017075193,flood,HIST_000101,1975-08-03
Clay MN,USGS_05082500,11.866857932013682,31.599149782059776,67.3,63.3,14.012892992821515,18.253131948475374,260,55,3.5999099507054564,11.914045495430512,45.37587947348715,85.77733343470379,no_flood,HIST_000102,1977-08-19
Grand Forks ND,USGS_05082500,21.889710871935637,62.12392485668153,35.1,38.0,21.909106757917257,22.054463659637026,310,35,1.9172127946371773,3.092063886775084,23.260415685023652,46.20944122179004,flood,HIST_000103,1978-04-14
Polk MN,USGS_05053000,6.767632240813279,26.301581053901472,71.1,26.7,23.155275622935847,24.765815644081773,310,30,3.091226627622885,9.303717442001439,58.918151426768716,28.885779537076846,no_flood,HIST_000104,2007-03-16
Grand Forks ND,USGS_05087500,6.718733833102148,13.198302025456599,53.0,37.7,28.9198630588778,32.10762938122895,270,45,2.7404159602830487,12.338943535762521,41.15467626299182,99.20137886391733,flood,HIST_000105,1982-07-09
Clay MN,USGS_05053000,8.365949424326907,32.79582290248405,70.2,75.9,27.733692497756245,32.381777112134664,310,60,3.456454849628345,4.084977244673997,28.85436004518418,49.16623593298211,no_flood,HIST_000106,1976-04-06
Clay MN,USGS_05087500,3.045044800060243,10.036521088500303,50.7,43.0,14.507323993223915,19.038596895829098,290,25,2.1238654996237654,5.66924104012566,45.56389574507782,50.4765858205486,no_flood,HIST_000107,1984-06-12
Cass ND,USGS_05092000,21.783129696243076,71.90280007333931,49.2,78.5,34.16413659394417,36.90573951257629,310,95,1.8199705213339659,5.419339050447041,47.26278093166252,66.19829018245552,flood,HIST_000108,2008-10-21
Clay MN,USGS_05092000,19.914539958846873,59.02367945150833,56.0,33.3,14.098529535588176,14.854763679262849,280,35,2.0632923248780877,8.629463360033442,51.036963470468265,60.510050945427245,flood,HIST_000109,1988-08-02
Walsh ND,USGS_05082500,27.24862431173429,76.78183950329105,60.7,35.3,15.136104045482693,18.45704361800978,275,25,2.0402261329632685,19.151125422263373,47.21820809505998,20.074233431937728,flood,HIST_000110,1981-03-19
Norman MN,USGS_05054000,8.210583259824467,23.527716935520242,47.3,89.1,19.092897427360274,23.490806702117922,270,45,3.6764460626150175,19.068033791626174,27.074360650859287,98.64906905267875,no_flood,HIST_000111,1997-01-02
Cass ND,USGS_05053000,18.57337646259699,55.768705775044786,84.3,52.8,17.00086135755643,20.87892061218307,290,95,3.9111916347520292,7.268866237331028,47.57126514203036,61.98340292930418,flood,HIST_000112,1992-08-23
Cass ND,USGS_05059000,0.0,10.20729473749848,71.8,51.5,30.165219771079517,34.65115147590261,290,45,1.9221355166942153,7.826728409603085,35.88675776214108,13.00452416077431,flood,HIST_000113,1979-05-28
Polk MN,USGS_05092000,33.15145793959764,97.28323057989478,93.0,55.5,28.39632923992246,33.316880835104946,310,95,3.1697999970090676,2.5477936929172804,25.64938127523691,24.60100652042314,flood,HIST_000114,1998-05-25
Polk MN,USGS_05054000,14.915698033171354,40.39313943094746,41.6,80.4,28.489184699813578,33.42951253307745,310,55,3.753240026936622,5.523382449920832,18.84364769956392,32.8889783060485,flood,HIST_000115,1993-03-12
Walsh ND,USGS_05085000,12.86714901577489,41.90286675365686,55.9,57.9,22.183686544325287,25.92781822914182,290,30,3.127868962204185,1.497914322454607,28.277230043889872,98.11944442136391,no_flood,HIST_000116,2006-01-20
Grand Forks ND,USGS_05053000,20.597252625479992,63.8100543052581,87.0,40.7,29.221050062784354,31.022939162436092,290,45,1.671263516567449,4.045006773733904,24.498380565567068,78.33238597547586,flood,HIST_000117,2007-12-17
Norman MN,USGS_05054000,20.009024840271895,54.17363842232427,41.7,57.6,26.890264269355693,29.192055625365324,270,35,3.6614090238066748,12.070065974455446,25.352905698716675,13.782220765426477,flood,HIST_000118,1995-10-06
Norman MN,USGS_05085000,11.032590747966985,27.559464887783477,92.8,78.0,29.2884570914892,30.812212568419866,290,55,3.5734866621471175,10.684302535410147,42.22115864764775,58.66286289804193,flood,HIST_000119,2011-01-09
Cass ND,USGS_05053000,8.401652951293867,28.418880182151263,55.4,97.2,16.33361604143333,19.464496899399023,260,45,2.8282913014201476,11.667764110473906,17.117420301438987,48.62643340567212,no_flood,HIST_000120,1982-02-21
Norman MN,USGS_05092000,7.664245280819241,17.215361027803763,87.7,66.7,24.982012269781286,27.569244028556493,260,30,2.5760685258024756,3.827343211538444,36.11540586090789,90.32709609593614,no_flood,HIST_000121,2000-06-08
Grand Forks ND,USGS_05079000,2.0520862071918633,9.420899842935622,82.2,95.9,32.06831439901533,33.381692612008585,270,95,2.1789219118775995,4.3934932288874,59.03041877132627,34.206305124382396,flood,HIST_000122,2009-06-22
Cass ND,USGS_05082500,2.15257709336596,12.689520098962582,54.9,60.2,19.200058208810052,20.180546772502016,260,25,3.0269501776894208,3.0327079848183565,0.33034794962524927,10.68976293843028,no_flood,HIST_000123,1979-11-20
Walsh ND,USGS_05054000,8.279728619576348,21.443029533859978,58.8,31.4,33.795755044878156,36.88108762546716,310,30,1.7845959836915035,5.777382093353355,30.444716323068533,88.68002722166582,flood,HIST_000124,1984-11-14
