date,latitude,longitude,rainfall_mm,station_id,station_name,water_level_m,river_level_24h_ago,river_level_48h_ago,river_rise_rate,elevation,population_density,ndwi,soil_saturation,flooded,rainfall_48h,rainfall_72h,days_since_last_rain,flood_risk_score
2019-06-10,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,53.02,52.78,52.92,0.004547,0.0,694.6,0.638,0.975,0,0.0,0.0,7.0,20.0708
2019-06-11,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,53.2,53.02,52.78,0.003395,0.0,694.6,0.566,0.567,0,0.0,0.0,8.0,20.0705
2019-06-12,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,53.67,53.2,53.02,0.008835,0.0,694.6,0.2,0.8,0,0.0,0.0,9.0,20.0721
2019-06-13,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,53.51,53.67,53.2,-0.002981,0.0,694.6,0.319,0.353,0,0.0,0.0,10.0,20.0686
2019-06-14,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,53.46,53.51,53.67,-0.000934,0.0,694.6,0.764,0.437,1,0.0,0.0,11.0,20.0692
2019-06-15,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,53.11,53.46,53.51,-0.006547,0.0,694.6,0.674,0.418,1,0.0,0.0,12.0,20.0675
2019-06-16,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,52.99,53.11,53.46,-0.002259,0.0,694.6,0.761,0.834,1,0.0,0.0,13.0,20.0688
2019-06-17,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,53.19,52.99,53.11,0.003774,0.0,694.6,0.23,0.645,0,0.0,0.0,14.0,20.0706
2019-06-18,24.5,83.5,1.119991660118103,STN_GAN_02,Gandak Rewaghat Station,53.54,53.19,52.99,0.00658,0.0,694.6,0.634,0.407,0,1.12,1.12,0.0,20.5194
2019-06-19,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,53.22,53.54,53.19,-0.005977,0.0,694.6,0.827,0.387,1,1.12,1.12,1.0,20.5157
2019-06-20,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,53.62,53.22,53.54,0.007516,0.0,694.6,0.437,0.552,0,0.0,1.12,2.0,20.5197
2019-06-21,24.5,83.5,0.7466554641723633,STN_GAN_02,Gandak Rewaghat Station,54.21,53.62,53.22,0.011003,0.0,694.6,0.207,0.381,0,0.75,0.75,0.0,20.3728
2019-06-22,24.5,83.5,5.175261497497559,STN_GAN_02,Gandak Rewaghat Station,54.43,54.21,53.62,0.004058,0.0,694.6,0.215,0.311,0,5.92,5.92,0.0,22.4387
2019-06-23,24.5,83.5,11.075678825378418,STN_GAN_02,Gandak Rewaghat Station,55.23,54.43,54.21,0.014698,0.0,694.6,0.261,0.895,0,16.25,17.0,0.0,26.8739
2019-06-24,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,54.97,55.23,54.43,-0.004708,0.0,694.6,0.704,0.474,1,11.08,16.25,1.0,26.568
2019-06-25,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,54.52,54.97,55.23,-0.008186,0.0,694.6,0.737,0.547,1,0.0,11.08,2.0,24.499
2019-06-26,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,53.86,54.52,54.97,-0.012106,0.0,694.6,0.637,0.961,0,0.0,0.0,3.0,20.0658
2019-06-27,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,54.51,53.86,54.52,0.012068,0.0,694.6,0.265,0.618,0,0.0,0.0,4.0,20.0731
2019-06-28,24.5,83.5,0.5973076224327087,STN_GAN_02,Gandak Rewaghat Station,54.82,54.51,53.86,0.005687,0.0,694.6,0.702,0.842,1,0.6,0.6,0.0,20.3112
2019-06-29,24.5,83.5,9.989365577697754,STN_GAN_02,Gandak Rewaghat Station,54.85,54.82,54.51,0.000547,0.0,694.6,0.699,0.829,1,10.59,10.59,0.0,24.3056
2019-06-30,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,55.01,54.85,54.82,0.002917,0.0,694.6,0.155,0.413,0,9.99,10.59,1.0,24.3063
2019-07-01,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,54.61,55.01,54.85,-0.007271,0.0,694.6,0.806,0.346,1,0.0,9.99,2.0,24.0633
2019-07-02,24.5,83.5,0.916815459728241,STN_GAN_02,Gandak Rewaghat Station,55.64,54.61,55.01,0.018861,0.0,694.6,0.225,0.751,0,0.92,0.92,0.0,20.4431
2019-07-03,24.5,83.5,4.968345642089844,STN_GAN_02,Gandak Rewaghat Station,55.74,55.64,54.61,0.001797,0.0,694.6,0.693,0.755,1,5.89,5.89,0.0,22.426
2019-07-04,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,55.83,55.74,55.64,0.001615,0.0,694.6,0.456,0.942,0,4.97,5.89,1.0,22.4259
2019-07-05,24.5,83.5,2.365323543548584,STN_GAN_02,Gandak Rewaghat Station,56.17,55.83,55.74,0.00609,0.0,694.6,0.135,0.358,0,2.37,7.33,0.0,23.0033
2019-07-06,24.5,83.5,4.404556751251221,STN_GAN_02,Gandak Rewaghat Station,56.42,56.17,55.83,0.004451,0.0,694.6,0.347,0.738,0,6.77,6.77,0.0,22.7788
2019-07-07,24.5,83.5,16.77887725830078,STN_GAN_02,Gandak Rewaghat Station,56.55,56.42,56.17,0.002304,0.0,694.6,0.438,0.73,0,21.18,23.55,0.0,29.4902
2019-07-08,24.5,83.5,19.403980255126957,STN_GAN_02,Gandak Rewaghat Station,56.29,56.55,56.42,-0.004598,0.0,694.6,0.204,0.601,0,36.18,40.59,0.0,36.3041
2019-07-09,24.5,83.5,17.698312759399414,STN_GAN_02,Gandak Rewaghat Station,56.53,56.29,56.55,0.004264,0.0,694.6,0.398,0.815,0,37.1,53.88,0.0,41.6227
2019-07-10,24.5,83.5,19.203596115112305,STN_GAN_02,Gandak Rewaghat Station,57.33,56.53,56.29,0.014152,0.0,694.6,0.476,0.924,0,36.9,56.31,0.0,42.5977
2019-07-11,24.5,83.5,18.73955726623535,STN_GAN_02,Gandak Rewaghat Station,57.92,57.33,56.53,0.010291,0.0,694.6,0.509,0.716,0,37.94,55.64,0.0,42.3285
2019-07-12,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,58.61,57.92,57.33,0.011913,0.0,694.6,0.437,0.492,0,18.74,37.94,1.0,35.249
2019-07-13,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,58.45,58.61,57.92,-0.00273,0.0,694.6,0.813,0.393,1,0.0,18.74,2.0,27.5646
2019-07-14,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,58.1,58.45,58.61,-0.005988,0.0,694.6,0.466,0.719,0,0.0,0.0,3.0,20.0677
2019-07-15,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,58.1,58.1,58.45,0.0,0.0,694.6,0.705,0.857,1,0.0,0.0,4.0,20.0695
2019-07-16,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,58.18,58.1,58.1,0.001377,0.0,694.6,0.402,0.715,0,0.0,0.0,5.0,20.0699
2019-07-17,24.5,83.5,0.5177424550056458,STN_GAN_02,Gandak Rewaghat Station,58.66,58.18,58.1,0.00825,0.0,694.6,0.635,0.756,0,0.52,0.52,0.0,20.2799
2019-07-18,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,58.04,58.66,58.18,-0.010569,0.0,694.6,0.705,0.819,1,0.52,0.52,1.0,20.2743
2019-07-19,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,58.7,58.04,58.66,0.011371,0.0,694.6,0.26,0.692,0,0.0,0.52,2.0,20.2809
2019-07-20,24.5,83.5,0.5057018995285034,STN_GAN_02,Gandak Rewaghat Station,58.69,58.7,58.04,-0.00017,0.0,694.6,0.413,0.313,0,0.51,0.51,0.0,20.2734
2019-07-21,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,58.57,58.69,58.7,-0.002045,0.0,694.6,0.702,0.413,1,0.51,0.51,1.0,20.2728
2019-07-22,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,58.21,58.57,58.69,-0.006146,0.0,694.6,0.596,0.35,0,0.0,0.51,2.0,20.2716
2019-07-23,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,57.6,58.21,58.57,-0.010479,0.0,694.6,0.443,0.664,0,0.0,0.0,3.0,20.0663
2019-07-24,24.5,83.5,8.573446273803711,STN_GAN_02,Gandak Rewaghat Station,57.98,57.6,58.21,0.006597,0.0,694.6,0.757,0.522,1,8.57,8.57,0.0,23.4994
2019-07-25,24.5,83.5,28.26764869689941,STN_GAN_02,Gandak Rewaghat Station,58.06,57.98,57.6,0.00138,0.0,694.6,0.648,0.644,0,36.84,36.84,0.0,34.8059
2019-07-26,24.5,83.5,8.084104537963867,STN_GAN_02,Gandak Rewaghat Station,57.59,58.06,57.98,-0.008095,0.0,694.6,0.434,0.432,0,36.35,44.93,0.0,38.039
2019-07-27,24.5,83.5,17.00703239440918,STN_GAN_02,Gandak Rewaghat Station,57.12,57.59,58.06,-0.008161,0.0,694.6,0.238,0.4,0,25.09,53.36,0.0,41.411
2019-07-28,24.5,83.5,6.15995454788208,STN_GAN_02,Gandak Rewaghat Station,57.04,57.12,57.59,-0.001401,0.0,694.6,0.404,0.318,0,23.17,31.25,0.0,32.569
2019-07-29,24.5,83.5,7.301344871520996,STN_GAN_02,Gandak Rewaghat Station,57.76,57.04,57.12,0.012623,0.0,694.6,0.458,0.767,0,13.46,30.47,0.0,32.2612
2019-07-30,24.5,83.5,0.1806078404188156,STN_GAN_02,Gandak Rewaghat Station,57.7,57.76,57.04,-0.001039,0.0,694.6,0.15,0.518,0,7.48,13.64,0.0,25.5251
2019-07-31,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,57.15,57.7,57.76,-0.009532,0.0,694.6,0.569,0.492,0,0.18,7.48,1.0,23.0586
2019-08-01,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,57.1,57.15,57.7,-0.000875,0.0,694.6,0.103,0.641,0,0.0,0.18,2.0,20.1412
2019-08-02,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,57.04,57.1,57.15,-0.001051,0.0,694.6,0.74,0.674,1,0.0,0.0,3.0,20.0691
2019-08-03,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,56.02,57.04,57.1,-0.017882,0.0,694.6,0.712,0.686,1,0.0,0.0,4.0,20.0641
2019-08-04,24.5,83.5,6.44960355758667,STN_GAN_02,Gandak Rewaghat Station,56.04,56.02,57.04,0.000357,0.0,694.6,0.462,0.415,0,6.45,6.45,0.0,22.6496
2019-08-05,24.5,83.5,13.69309139251709,STN_GAN_02,Gandak Rewaghat Station,56.0,56.04,56.02,-0.000714,0.0,694.6,0.235,0.549,0,20.14,20.14,0.0,28.1252
2019-08-06,24.5,83.5,1.2645260095596311,STN_GAN_02,Gandak Rewaghat Station,56.33,56.0,56.04,0.005893,0.0,694.6,0.618,0.852,0,14.96,21.41,0.0,28.6352
2019-08-07,24.5,83.5,17.765296936035156,STN_GAN_02,Gandak Rewaghat Station,57.12,56.33,56.0,0.014024,0.0,694.6,0.604,0.945,0,19.03,32.72,0.0,33.1617
2019-08-08,24.5,83.5,12.714733123779297,STN_GAN_02,Gandak Rewaghat Station,57.62,57.12,56.33,0.008754,0.0,694.6,0.17,0.833,0,30.48,31.74,0.0,32.7681
2019-08-09,24.5,83.5,1.4972988367080688,STN_GAN_02,Gandak Rewaghat Station,57.56,57.62,57.12,-0.001041,0.0,694.6,0.181,0.915,0,14.21,31.98,0.0,32.8611
2019-08-10,24.5,83.5,0.5599958300590515,STN_GAN_02,Gandak Rewaghat Station,57.17,57.56,57.62,-0.006776,0.0,694.6,0.438,0.615,0,2.06,14.77,0.0,25.9754
2019-08-11,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,58.25,57.17,57.56,0.018891,0.0,694.6,0.116,0.978,0,0.56,2.06,1.0,20.8991
2019-08-12,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,58.32,58.25,57.17,0.001202,0.0,694.6,0.599,0.847,0,0.0,0.56,2.0,20.2938
2019-08-13,24.5,83.5,13.323959350585938,STN_GAN_02,Gandak Rewaghat Station,58.38,58.32,58.25,0.001029,0.0,694.6,0.761,0.44,1,13.32,13.32,0.0,25.3978
2019-08-14,24.5,83.5,6.309718132019043,STN_GAN_02,Gandak Rewaghat Station,58.42,58.38,58.32,0.000685,0.0,694.6,0.332,0.306,0,19.63,19.63,0.0,27.9217
2019-08-15,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,58.55,58.42,58.38,0.002225,0.0,694.6,0.49,0.587,0,6.31,19.63,1.0,27.9221
2019-08-16,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,58.54,58.55,58.42,-0.000171,0.0,694.6,0.819,0.401,1,0.0,6.31,2.0,22.5934
2019-08-17,24.5,83.5,3.69778037071228,STN_GAN_02,Gandak Rewaghat Station,58.36,58.54,58.55,-0.003075,0.0,694.6,0.14,0.537,0,3.7,3.7,0.0,21.5485
2019-08-18,24.5,83.5,5.859503269195557,STN_GAN_02,Gandak Rewaghat Station,58.19,58.36,58.54,-0.002913,0.0,694.6,0.271,0.332,0,9.56,9.56,0.0,23.8926
2019-08-19,24.5,83.5,23.745515823364254,STN_GAN_02,Gandak Rewaghat Station,58.23,58.19,58.36,0.000687,0.0,694.6,0.574,0.895,0,29.61,33.3,0.0,33.3897
2019-08-20,24.5,83.5,7.703217029571533,STN_GAN_02,Gandak Rewaghat Station,58.06,58.23,58.19,-0.002919,0.0,694.6,0.336,0.392,0,31.45,37.31,0.0,34.9926
2019-08-21,24.5,83.5,7.051576614379883,STN_GAN_02,Gandak Rewaghat Station,57.83,58.06,58.23,-0.003961,0.0,694.6,0.171,0.469,0,14.75,38.5,0.0,35.4683
2019-08-22,24.5,83.5,2.869978666305542,STN_GAN_02,Gandak Rewaghat Station,57.92,57.83,58.06,0.001556,0.0,694.6,0.403,0.849,0,9.92,17.62,0.0,27.1179
2019-08-23,24.5,83.5,3.671013116836548,STN_GAN_02,Gandak Rewaghat Station,57.87,57.92,57.83,-0.000863,0.0,694.6,0.839,0.698,1,6.54,13.59,0.0,25.5052
2019-08-24,24.5,83.5,4.486706733703613,STN_GAN_02,Gandak Rewaghat Station,58.52,57.87,57.92,0.011232,0.0,694.6,0.702,0.798,1,8.16,11.03,0.0,24.4848
2019-08-25,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,57.51,58.52,57.87,-0.017259,0.0,694.6,0.502,0.746,0,4.49,8.16,1.0,23.3283
2019-08-26,24.5,83.5,5.466699123382568,STN_GAN_02,Gandak Rewaghat Station,57.99,57.51,58.52,0.008346,0.0,694.6,0.849,0.965,1,5.47,9.95,0.0,24.052
2019-08-27,24.5,83.5,9.213492393493652,STN_GAN_02,Gandak Rewaghat Station,58.54,57.99,57.51,0.009484,0.0,694.6,0.538,0.688,0,14.68,14.68,0.0,25.9443
2019-08-28,24.5,83.5,1.550248146057129,STN_GAN_02,Gandak Rewaghat Station,57.76,58.54,57.99,-0.013324,0.0,694.6,0.479,0.653,0,10.76,16.23,0.0,26.5575
2019-08-29,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,57.68,57.76,58.54,-0.001385,0.0,694.6,0.251,0.964,0,1.55,10.76,1.0,24.373
2019-08-30,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,57.58,57.68,57.76,-0.001734,0.0,694.6,0.618,0.688,0,0.0,1.55,2.0,20.6889
2019-08-31,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,57.07,57.58,57.68,-0.008857,0.0,694.6,0.792,0.503,1,0.0,0.0,3.0,20.0668
2019-09-01,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,56.8,57.07,57.58,-0.004731,0.0,694.6,0.486,0.311,0,0.0,0.0,4.0,20.068
2019-09-02,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,56.41,56.8,57.07,-0.006866,0.0,694.6,0.426,0.712,0,0.0,0.0,5.0,20.0674
2019-09-03,24.5,83.5,3.495704412460327,STN_GAN_02,Gandak Rewaghat Station,57.16,56.41,56.8,0.013296,0.0,694.6,0.413,0.43,0,3.5,3.5,0.0,21.4734
2019-09-04,24.5,83.5,6.448807716369629,STN_GAN_02,Gandak Rewaghat Station,57.58,57.16,56.41,0.007348,0.0,694.6,0.126,0.377,0,9.94,9.94,0.0,24.0477
2019-09-05,24.5,83.5,3.2626094818115234,STN_GAN_02,Gandak Rewaghat Station,58.14,57.58,57.16,0.009726,0.0,694.6,0.145,0.373,0,9.71,13.21,0.0,25.3564
2019-09-06,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,58.48,58.14,57.58,0.005848,0.0,694.6,0.594,0.642,0,3.26,9.71,1.0,23.9552
2019-09-07,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,58.08,58.48,58.14,-0.00684,0.0,694.6,0.476,0.97,0,0.0,3.26,2.0,21.3714
2019-09-08,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,57.92,58.08,58.48,-0.002755,0.0,694.6,0.766,0.689,1,0.0,0.0,3.0,20.0686
2019-09-09,24.5,83.5,3.229224443435669,STN_GAN_02,Gandak Rewaghat Station,58.17,57.92,58.08,0.004316,0.0,694.6,0.624,0.669,0,3.23,3.23,0.0,21.3628
2019-09-10,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,57.73,58.17,57.92,-0.007564,0.0,694.6,0.486,0.599,0,3.23,3.23,1.0,21.3592
2019-09-11,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,58.06,57.73,58.17,0.005716,0.0,694.6,0.189,0.502,0,0.0,3.23,2.0,21.3632
2019-09-12,24.5,83.5,3.07997727394104,STN_GAN_02,Gandak Rewaghat Station,58.02,58.06,57.73,-0.000689,0.0,694.6,0.814,0.81,1,3.08,3.08,0.0,21.3013
2019-09-13,24.5,83.5,6.92136287689209,STN_GAN_02,Gandak Rewaghat Station,57.92,58.02,58.06,-0.001724,0.0,694.6,0.486,0.79,0,10.0,10.0,0.0,24.0689
2019-09-14,24.5,83.5,11.6327543258667,STN_GAN_02,Gandak Rewaghat Station,58.25,57.92,58.02,0.005698,0.0,694.6,0.779,0.323,1,18.55,21.63,0.0,28.7232
2019-09-15,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,58.48,58.25,57.92,0.003948,0.0,694.6,0.153,0.787,0,11.63,18.55,1.0,27.4906
2019-09-16,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,58.38,58.48,58.25,-0.00171,0.0,694.6,0.587,0.838,0,0.0,11.63,2.0,24.7209
2019-09-17,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,58.9,58.38,58.48,0.008907,0.0,694.6,0.736,0.37,1,0.0,0.0,3.0,20.0721
2019-09-18,24.5,83.5,15.20132827758789,STN_GAN_02,Gandak Rewaghat Station,58.52,58.9,58.38,-0.006452,0.0,694.6,0.365,0.589,0,15.2,15.2,0.0,26.1475
2019-09-19,24.5,83.5,1.628556251525879,STN_GAN_02,Gandak Rewaghat Station,58.81,58.52,58.9,0.004956,0.0,694.6,0.796,0.522,1,16.83,16.83,0.0,26.8029
2019-09-20,24.5,83.5,0.0,STN_GAN_02,Gandak Rewaghat Station,59.1,58.81,58.52,0.004931,0.0,694.6,0.438,0.563,0,1.63,16.83,1.0,26.8029
2019-09-21,24.5,83.5,1.11374831199646,STN_GAN_02,Gandak Rewaghat Station,59.03,59.1,58.81,-0.001184,0.0,694.6,0.676,0.825,1,1.11,2.74,0.0,21.1651
