station_id,station_name,date,water_level_m,latitude,longitude
STN_KOS_01,Kosi Barrage Birpur,2019-06-12,43.97,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-06-13,43.9,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-06-14,43.36,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-06-15,43.12,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-06-16,42.99,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-06-17,43.46,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-06-18,43.65,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-06-19,42.99,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-06-20,43.17,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-06-21,43.07,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-06-22,42.85,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-06-23,43.14,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-06-24,43.6,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-06-25,44.02,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-06-26,43.74,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-06-27,43.67,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-06-28,43.85,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-06-29,44.29,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-06-30,44.15,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-01,44.12,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-02,43.73,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-03,43.3,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-04,43.68,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-05,44.27,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-06,44.29,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-07,44.74,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-08,44.94,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-09,44.73,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-10,44.92,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-11,45.59,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-12,45.62,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-13,46.3,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-14,45.3,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-15,45.68,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-16,45.77,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-17,45.7,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-18,45.78,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-19,45.04,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-20,45.0,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-21,45.19,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-22,45.83,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-23,45.68,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-24,45.4,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-25,45.25,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-26,45.67,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-27,45.85,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-28,45.69,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-29,45.94,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-30,46.03,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-07-31,46.47,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-01,46.24,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-02,46.16,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-03,46.05,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-04,45.52,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-05,45.68,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-06,45.84,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-07,45.89,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-08,45.85,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-09,45.33,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-10,45.21,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-11,45.12,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-12,44.85,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-13,44.84,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-14,45.05,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-15,45.86,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-16,45.98,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-17,46.13,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-18,46.15,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-19,45.43,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-20,45.47,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-21,45.54,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-22,46.58,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-23,46.55,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-24,46.72,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-25,46.76,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-26,46.34,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-27,46.85,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-28,47.2,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-29,47.57,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-30,47.25,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-08-31,47.86,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-01,47.35,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-02,47.64,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-03,48.56,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-04,48.22,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-05,48.04,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-06,48.13,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-07,47.98,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-08,47.41,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-09,47.49,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-10,47.11,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-11,47.35,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-12,47.03,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-13,47.7,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-14,47.44,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-15,47.36,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-16,47.74,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-17,47.29,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-18,47.44,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-19,48.01,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-20,47.42,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-21,47.54,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-22,47.69,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-23,48.06,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-24,47.61,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-25,47.13,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-26,47.39,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-27,47.56,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-28,47.71,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-29,47.9,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-09-30,47.68,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-01,47.82,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-02,47.99,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-03,47.75,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-04,48.55,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-05,48.79,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-06,48.36,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-07,48.67,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-08,48.33,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-09,48.7,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-10,49.21,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-11,48.93,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-12,49.37,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-13,49.58,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-14,49.96,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-15,50.77,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-16,50.72,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-17,50.47,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-18,50.17,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-19,49.89,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-20,49.91,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-21,50.1,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-22,50.26,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-23,50.64,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-24,50.69,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-25,51.32,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-26,51.27,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-27,52.41,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-28,52.71,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-29,52.41,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-30,52.03,26.52,86.93
STN_KOS_01,Kosi Barrage Birpur,2019-10-31,52.28,26.52,86.93
STN_KOS_02,Kosi Baltara Station,2019-05-01,34.46,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-02,34.8,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-03,35.04,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-04,35.06,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-05,34.77,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-06,34.21,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-07,34.08,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-08,34.48,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-09,34.61,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-10,34.16,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-11,34.28,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-12,34.49,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-13,34.18,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-14,34.29,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-15,34.37,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-16,33.96,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-17,34.15,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-18,34.43,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-19,34.91,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-20,35.38,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-21,34.88,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-22,34.56,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-23,34.81,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-24,35.07,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-25,35.32,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-26,36.92,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-27,37.19,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-28,37.7,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-29,38.13,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-30,38.44,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-05-31,38.36,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-01,38.72,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-02,38.46,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-03,38.41,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-04,38.27,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-05,38.35,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-06,39.33,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-07,38.63,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-08,38.96,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-09,38.36,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-10,38.22,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-11,38.71,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-12,38.78,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-13,38.4,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-14,38.17,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-15,38.49,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-16,38.25,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-17,38.38,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-18,38.45,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-19,38.24,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-20,39.15,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-21,39.45,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-22,38.69,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-23,38.82,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-24,38.6,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-25,38.99,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-26,38.72,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-27,38.73,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-28,38.98,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-29,39.38,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-06-30,38.95,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-01,38.86,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-02,38.72,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-03,38.51,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-04,39.27,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-05,39.48,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-06,39.03,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-07,39.44,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-08,40.34,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-09,40.8,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-10,40.25,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-11,40.1,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-12,40.66,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-13,40.43,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-14,40.65,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-15,41.01,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-16,40.69,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-17,40.72,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-18,39.47,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-19,39.11,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-20,39.06,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-21,38.61,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-22,39.32,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-23,38.79,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-24,38.67,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-25,38.77,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-26,39.4,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-27,38.87,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-28,39.39,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-29,39.44,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-30,39.1,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-07-31,39.33,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-01,39.46,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-02,39.27,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-03,39.35,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-04,39.25,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-05,39.34,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-06,39.66,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-07,40.34,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-08,39.9,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-09,40.8,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-10,40.07,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-11,40.06,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-12,40.34,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-13,40.51,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-14,40.31,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-15,40.27,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-16,40.13,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-17,39.94,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-18,40.33,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-19,40.52,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-20,40.3,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-21,40.71,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-22,40.88,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-23,41.25,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-24,41.56,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-25,41.27,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-26,41.1,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-27,41.45,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-28,41.74,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-29,41.79,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-30,41.88,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-08-31,42.44,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-01,42.26,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-02,42.53,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-03,42.49,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-04,42.46,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-05,42.95,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-06,43.33,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-07,43.7,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-08,44.27,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-09,44.33,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-10,44.66,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-11,44.58,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-12,44.76,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-13,44.76,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-14,44.85,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-15,45.14,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-16,44.86,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-17,45.75,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-18,45.39,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-19,44.96,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-20,45.47,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-21,45.84,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-22,46.14,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-23,46.44,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-24,46.48,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-25,46.18,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-26,46.26,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-27,46.03,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-28,46.47,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-29,46.47,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-09-30,46.19,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-10-01,46.11,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-10-02,46.32,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-10-03,46.15,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-10-04,45.87,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-10-05,46.02,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-10-06,46.16,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-10-07,46.01,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-10-08,45.87,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-10-09,46.01,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-10-10,45.49,25.68,86.62
STN_KOS_02,Kosi Baltara Station,2019-10-11,44.97,25.68,86.62
