date,latitude,longitude,ndwi,soil_saturation,flooded
2019-05-01,26.25,85.75,0.604,0.365,0
2019-05-01,26.25,86.0,0.671,0.706,1
2019-05-01,26.25,86.25,0.278,0.926,0
2019-05-01,26.25,86.5,0.646,0.727,0
2019-05-01,26.25,86.75,0.376,0.322,0
2019-05-01,26.25,87.0,0.574,0.706,0
2019-05-01,26.25,87.25,0.575,0.914,0
2019-05-01,26.25,87.5,0.502,0.519,0
2019-05-01,26.25,87.75,0.168,0.513,0
2019-05-01,26.25,88.0,0.726,0.469,1
2019-05-01,26.25,88.25,0.341,0.644,0
2019-05-01,26.25,88.5,0.24,0.462,0
2019-05-01,26.5,83.5,0.131,0.792,0
2019-05-01,26.5,83.75,0.543,0.739,0
2019-05-01,26.5,84.0,0.608,0.573,0
2019-05-01,26.5,84.25,0.112,0.791,0
2019-05-01,26.5,84.5,0.484,0.367,0
2019-05-01,26.5,84.75,0.27,0.81,0
2019-05-01,26.5,85.0,0.584,0.71,0
2019-05-01,26.5,85.25,0.231,0.728,0
2019-05-01,26.5,85.5,0.618,0.344,0
2019-05-01,26.5,85.75,0.39,0.72,0
2019-05-01,26.5,86.0,0.803,0.636,1
2019-05-01,26.5,86.25,0.203,0.63,0
2019-05-01,26.5,86.5,0.356,0.519,0
2019-05-01,26.5,86.75,0.185,0.305,0
2019-05-01,26.5,87.0,0.794,0.587,1
2019-05-01,26.5,87.25,0.758,0.573,1
2019-05-01,26.5,87.5,0.293,0.588,0
2019-05-01,26.5,87.75,0.595,0.716,0
2019-05-01,26.5,88.0,0.713,0.504,1
2019-05-01,26.5,88.25,0.516,0.483,0
2019-05-01,26.5,88.5,0.497,0.638,0
2019-05-01,26.75,83.5,0.281,0.703,0
2019-05-01,26.75,83.75,0.17,0.686,0
2019-05-01,26.75,84.0,0.773,0.9,1
2019-05-01,26.75,84.25,0.775,0.823,1
2019-05-01,26.75,84.5,0.575,0.335,0
2019-05-01,26.75,84.75,0.354,0.683,0
2019-05-01,26.75,85.0,0.362,0.584,0
2019-05-01,26.75,85.25,0.644,0.546,0
2019-05-01,26.75,85.5,0.773,0.951,1
2019-05-01,26.75,85.75,0.765,0.611,1
2019-05-01,26.75,86.0,0.685,0.789,1
2019-05-01,26.75,86.25,0.582,0.958,0
2019-05-01,26.75,86.5,0.163,0.403,0
2019-05-01,26.75,86.75,0.221,0.337,0
2019-05-01,26.75,87.0,0.774,0.513,1
2019-05-01,26.75,87.25,0.555,0.33,0
2019-05-01,26.75,87.5,0.107,0.379,0
2019-05-01,26.75,87.75,0.176,0.974,0
2019-05-01,26.75,88.0,0.598,0.953,0
2019-05-01,26.75,88.25,0.104,0.77,0
2019-05-01,26.75,88.5,0.221,0.812,0
2019-05-01,27.0,83.5,0.512,0.396,0
2019-05-01,27.0,83.75,0.619,0.705,0
2019-05-01,27.0,84.0,0.589,0.405,0
2019-05-01,27.0,84.25,0.268,0.557,0
2019-05-01,27.0,84.5,0.634,0.535,0
2019-05-01,27.0,84.75,0.278,0.717,0
2019-05-01,27.0,85.0,0.344,0.354,0
2019-05-01,27.0,85.25,0.66,0.37,1
2019-05-01,27.0,85.5,0.587,0.715,0
2019-05-01,27.0,85.75,0.737,0.733,1
2019-05-01,27.0,86.0,0.593,0.531,0
2019-05-01,27.0,86.25,0.526,0.4,0
2019-05-01,27.0,86.5,0.17,0.903,0
2019-05-01,27.0,86.75,0.376,0.336,0
2019-05-01,27.0,87.0,0.299,0.788,0
2019-05-01,27.0,87.25,0.283,0.395,0
2019-05-01,27.0,87.5,0.83,0.733,1
2019-05-01,27.0,87.75,0.395,0.751,0
2019-05-01,27.0,88.0,0.769,0.847,1
2019-05-01,27.0,88.25,0.573,0.569,0
2019-05-01,27.0,88.5,0.696,0.315,1
2019-05-01,27.25,83.5,0.477,0.852,0
2019-05-01,27.25,83.75,0.533,0.602,0
2019-05-01,27.25,84.0,0.469,0.876,0
2019-05-01,27.25,84.25,0.246,0.828,0
2019-05-01,27.25,84.5,0.642,0.639,0
2019-05-01,27.25,84.75,0.311,0.98,0
2019-05-01,27.25,85.0,0.118,0.614,0
2019-05-01,27.25,85.25,0.584,0.774,0
2019-05-01,27.25,85.5,0.233,0.755,0
2019-05-01,27.25,85.75,0.805,0.652,1
2019-05-01,27.25,86.0,0.815,0.698,1
2019-05-01,27.25,86.25,0.786,0.843,1
2019-05-01,27.25,86.5,0.378,0.689,0
2019-05-01,27.25,86.75,0.112,0.606,0
2019-05-01,27.25,87.0,0.796,0.75,1
2019-05-01,27.25,87.25,0.421,0.324,0
2019-05-01,27.25,87.5,0.825,0.374,1
2019-05-01,27.25,87.75,0.823,0.385,1
2019-05-01,27.25,88.0,0.74,0.59,1
2019-05-01,27.25,88.25,0.321,0.893,1
2019-05-01,27.25,88.5,0.389,0.737,0
2019-05-01,27.5,83.5,0.738,0.961,1
2019-05-01,27.5,83.75,0.338,0.327,0
2019-05-01,27.5,84.0,0.227,0.791,0
2019-05-01,27.5,84.25,0.518,0.514,0
2019-05-01,27.5,84.5,0.802,0.316,1
2019-05-01,27.5,84.75,0.622,0.862,0
2019-05-01,27.5,85.0,0.528,0.411,0
2019-05-01,27.5,85.25,0.173,0.446,0
2019-05-01,27.5,85.5,0.561,0.532,0
2019-05-01,27.5,85.75,0.843,0.836,1
2019-05-01,27.5,86.0,0.205,0.725,0
2019-05-01,27.5,86.25,0.489,0.48,0
2019-05-01,27.5,86.5,0.758,0.415,1
2019-05-01,27.5,86.75,0.656,0.374,1
2019-05-01,27.5,87.0,0.623,0.402,0
2019-05-01,27.5,87.25,0.627,0.89,0
2019-05-01,27.5,87.5,0.37,0.927,0
2019-05-01,27.5,87.75,0.32,0.958,0
2019-05-01,27.5,88.0,0.707,0.868,1
2019-05-01,27.5,88.25,0.708,0.903,1
2019-05-01,27.5,88.5,0.75,0.855,1
2019-05-02,24.5,83.5,0.785,0.951,1
2019-05-02,24.5,83.75,0.484,0.875,0
2019-05-02,24.5,84.0,0.476,0.614,0
2019-05-02,24.5,84.25,0.699,0.52,1
2019-05-02,24.5,84.5,0.587,0.697,0
2019-05-02,24.5,84.75,0.626,0.714,0
2019-05-02,24.5,85.0,0.697,0.691,1
2019-05-02,24.5,85.25,0.768,0.781,1
2019-05-02,24.5,85.5,0.353,0.775,0
2019-05-02,24.5,85.75,0.382,0.359,0
2019-05-02,24.5,86.0,0.17,0.494,0
2019-05-02,24.5,86.25,0.534,0.905,0
2019-05-02,24.5,86.5,0.127,0.701,0
2019-05-02,24.5,86.75,0.449,0.523,0
2019-05-02,24.5,87.0,0.507,0.878,0
2019-05-02,24.5,87.25,0.315,0.469,0
2019-05-02,24.5,87.5,0.543,0.578,0
2019-05-02,24.5,87.75,0.123,0.488,0
2019-05-02,24.5,88.0,0.128,0.893,0
2019-05-02,24.5,88.25,0.717,0.795,1
2019-05-02,24.5,88.5,0.37,0.613,0
2019-05-02,24.75,83.5,0.195,0.934,0
2019-05-02,24.75,83.75,0.492,0.931,0
2019-05-02,24.75,84.0,0.677,0.784,1
2019-05-02,24.75,84.25,0.262,0.907,0
2019-05-02,24.75,84.5,0.567,0.789,0
2019-05-02,24.75,84.75,0.164,0.727,0
2019-05-02,24.75,85.0,0.139,0.586,0
2019-05-02,24.75,85.25,0.499,0.486,0
2019-05-02,24.75,85.5,0.505,0.341,0
2019-05-02,24.75,85.75,0.578,0.845,0
2019-05-02,24.75,86.0,0.645,0.383,0
2019-05-02,24.75,86.25,0.832,0.579,1
2019-05-02,24.75,86.5,0.487,0.46,0
2019-05-02,24.75,86.75,0.342,0.609,0
2019-05-02,24.75,87.0,0.696,0.514,1
2019-05-02,24.75,87.25,0.303,0.864,0
2019-05-02,24.75,87.5,0.429,0.965,0
2019-05-02,24.75,87.75,0.159,0.94,0
2019-05-02,24.75,88.0,0.119,0.723,0
2019-05-02,24.75,88.25,0.822,0.966,1
2019-05-02,24.75,88.5,0.727,0.572,1
2019-05-02,25.0,83.5,0.622,0.655,0
2019-05-02,25.0,83.75,0.407,0.475,0
2019-05-02,25.0,84.0,0.23,0.911,0
2019-05-02,25.0,84.25,0.217,0.422,0
2019-05-02,25.0,84.5,0.288,0.715,0
2019-05-02,25.0,84.75,0.512,0.844,0
2019-05-02,25.0,85.0,0.636,0.705,0
2019-05-02,25.0,85.25,0.595,0.354,0
2019-05-02,25.0,85.5,0.31,0.716,0
2019-05-02,25.0,85.75,0.816,0.822,1
2019-05-02,25.0,86.0,0.653,0.428,1
2019-05-02,25.0,86.25,0.516,0.801,0
2019-05-02,25.0,86.5,0.559,0.897,0
2019-05-02,25.0,86.75,0.415,0.971,0
2019-05-02,25.0,87.0,0.286,0.579,0
2019-05-02,25.0,87.25,0.367,0.317,0
2019-05-02,25.0,87.5,0.668,0.585,1
2019-05-02,25.0,87.75,0.111,0.749,0
2019-05-02,25.0,88.0,0.187,0.906,0
2019-05-02,25.0,88.25,0.135,0.938,0
2019-05-02,25.0,88.5,0.131,0.919,0
2019-05-02,25.25,83.5,0.742,0.747,1
2019-05-02,25.25,83.75,0.628,0.764,0
2019-05-02,25.25,84.0,0.456,0.302,0
2019-05-02,25.25,84.25,0.173,0.547,0
2019-05-02,25.25,84.5,0.469,0.917,0
2019-05-02,25.25,84.75,0.455,0.769,0
2019-05-02,25.25,85.0,0.23,0.618,0
2019-05-02,25.25,85.25,0.425,0.371,0
2019-05-02,25.25,85.5,0.399,0.467,0
2019-05-02,25.25,85.75,0.562,0.677,0
2019-05-02,25.25,86.0,0.576,0.91,0
2019-05-02,25.25,86.25,0.134,0.365,0
2019-05-02,25.25,86.5,0.381,0.405,0
2019-05-02,25.25,86.75,0.569,0.745,0
2019-05-02,25.25,87.0,0.477,0.5,0
2019-05-02,25.25,87.25,0.742,0.415,1
2019-05-02,25.25,87.5,0.594,0.421,0
2019-05-02,25.25,87.75,0.222,0.635,0
2019-05-02,25.25,88.0,0.153,0.697,0
2019-05-02,25.25,88.25,0.582,0.915,0
2019-05-02,25.25,88.5,0.12,0.66,0
2019-05-02,25.5,83.5,0.539,0.77,0
2019-05-02,25.5,83.75,0.805,0.423,1
2019-05-02,25.5,84.0,0.532,0.785,0
2019-05-02,25.5,84.25,0.391,0.741,0
2019-05-02,25.5,84.5,0.582,0.447,0
2019-05-02,25.5,84.75,0.444,0.755,0
2019-05-02,25.5,85.0,0.509,0.444,0
2019-05-02,25.5,85.25,0.806,0.704,1
2019-05-02,25.5,85.5,0.39,0.755,0
2019-05-02,25.5,85.75,0.821,0.771,1
2019-05-02,25.5,86.0,0.779,0.918,1
2019-05-02,25.5,86.25,0.247,0.945,0
2019-05-02,25.5,86.5,0.152,0.851,0
2019-05-02,25.5,86.75,0.176,0.898,0
2019-05-02,25.5,87.0,0.114,0.313,0
2019-05-02,25.5,87.25,0.171,0.547,0
2019-05-02,25.5,87.5,0.612,0.327,0
2019-05-02,25.5,87.75,0.153,0.453,0
2019-05-02,25.5,88.0,0.339,0.56,0
2019-05-02,25.5,88.25,0.734,0.89,1
2019-05-02,25.5,88.5,0.117,0.648,0
2019-05-02,25.75,83.5,0.711,0.741,1
2019-05-02,25.75,83.75,0.311,0.547,0
2019-05-02,25.75,84.0,0.189,0.71,0
2019-05-02,25.75,84.25,0.623,0.855,0
2019-05-02,25.75,84.5,0.572,0.505,0
2019-05-02,25.75,84.75,0.758,0.934,1
2019-05-02,25.75,85.0,0.651,0.445,1
2019-05-02,25.75,85.25,0.703,0.925,1
2019-05-02,25.75,85.5,0.312,0.319,0
2019-05-02,25.75,85.75,0.233,0.669,0
2019-05-02,25.75,86.0,0.663,0.97,1
2019-05-02,25.75,86.25,0.705,0.715,1
2019-05-02,25.75,86.5,0.843,0.677,1
2019-05-02,25.75,86.75,0.409,0.764,0
2019-05-02,25.75,87.0,0.379,0.497,0
2019-05-02,25.75,87.25,0.682,0.337,1
2019-05-02,25.75,87.5,0.356,0.471,0
2019-05-02,25.75,87.75,0.798,0.42,1
2019-05-02,25.75,88.0,0.744,0.928,1
2019-05-02,25.75,88.25,0.422,0.88,0
2019-05-02,25.75,88.5,0.663,0.516,1
2019-05-02,26.0,83.5,0.666,0.869,1
2019-05-02,26.0,83.75,0.177,0.444,0
2019-05-02,26.0,84.0,0.777,0.436,1
2019-05-02,26.0,84.25,0.479,0.822,0
2019-05-02,26.0,84.5,0.72,0.522,1
2019-05-02,26.0,84.75,0.34,0.344,0
2019-05-02,26.0,85.0,0.772,0.79,1
2019-05-02,26.0,85.25,0.392,0.973,0
2019-05-02,26.0,85.5,0.108,0.685,0
2019-05-02,26.0,85.75,0.779,0.479,1
2019-05-02,26.0,86.0,0.168,0.554,0
2019-05-02,26.0,86.25,0.339,0.741,0
2019-05-02,26.0,86.5,0.813,0.777,1
2019-05-02,26.0,86.75,0.813,0.903,1
2019-05-02,26.0,87.0,0.53,0.918,0
2019-05-02,26.0,87.25,0.574,0.886,0
2019-05-02,26.0,87.5,0.436,0.741,0
2019-05-02,26.0,87.75,0.32,0.606,0
2019-05-02,26.0,88.0,0.346,0.762,0
2019-05-02,26.0,88.25,0.604,0.753,0
2019-05-02,26.0,88.5,0.664,0.448,1
2019-05-02,26.25,83.5,0.694,0.645,1
2019-05-02,26.25,83.75,0.692,0.442,1
2019-05-02,26.25,84.0,0.168,0.911,0
2019-05-02,26.25,84.25,0.471,0.52,0
2019-05-02,26.25,84.5,0.143,0.848,0
2019-05-02,26.25,84.75,0.512,0.557,0
2019-05-02,26.25,85.0,0.431,0.819,0
2019-05-02,26.25,85.25,0.766,0.45,1
2019-05-02,26.25,85.5,0.363,0.819,0
2019-05-02,26.25,85.75,0.188,0.422,0
2019-05-02,26.25,86.0,0.207,0.634,0
2019-05-02,26.25,86.25,0.671,0.377,1
2019-05-02,26.25,86.5,0.564,0.659,0
2019-05-02,26.25,86.75,0.176,0.858,0
2019-05-02,26.25,87.0,0.163,0.814,0
2019-05-02,26.25,87.25,0.626,0.334,0
2019-05-02,26.25,87.5,0.155,0.635,0
2019-05-02,26.25,87.75,0.716,0.88,1
2019-05-02,26.25,88.0,0.63,0.742,0
2019-05-02,26.25,88.25,0.161,0.34,0
2019-05-02,26.25,88.5,0.164,0.521,0
2019-05-02,26.5,83.5,0.84,0.678,1
2019-05-02,26.5,83.75,0.381,0.417,0
2019-05-02,26.5,84.0,0.378,0.764,0
2019-05-02,26.5,84.25,0.71,0.732,1
2019-05-02,26.5,84.5,0.81,0.438,1
2019-05-02,26.5,84.75,0.84,0.674,1
2019-05-02,26.5,85.0,0.665,0.852,1
2019-05-02,26.5,85.25,0.382,0.555,0
2019-05-02,26.5,85.5,0.163,0.468,0
2019-05-02,26.5,85.75,0.683,0.777,1
2019-05-02,26.5,86.0,0.519,0.348,0
2019-05-02,26.5,86.25,0.418,0.866,0
2019-05-02,26.5,86.5,0.78,0.942,1
2019-05-02,26.5,86.75,0.183,0.956,0
2019-05-02,26.5,87.0,0.469,0.594,0
2019-05-02,26.5,87.25,0.109,0.724,0
2019-05-02,26.5,87.5,0.451,0.883,0
2019-05-02,26.5,87.75,0.142,0.452,0
2019-05-02,26.5,88.0,0.189,0.319,0
2019-05-02,26.5,88.25,0.188,0.562,0
2019-05-02,26.5,88.5,0.587,0.901,0
2019-05-02,26.75,83.5,0.66,0.643,1
2019-05-02,26.75,83.75,0.538,0.661,0
2019-05-02,26.75,84.0,0.822,0.77,1
2019-05-02,26.75,84.25,0.381,0.691,0
2019-05-02,26.75,84.5,0.314,0.337,0
2019-05-02,26.75,84.75,0.751,0.681,1
2019-05-02,26.75,85.0,0.268,0.741,0
2019-05-02,26.75,85.25,0.822,0.736,1
2019-05-02,26.75,85.5,0.109,0.795,0
2019-05-02,26.75,85.75,0.827,0.654,1
2019-05-02,26.75,86.0,0.132,0.912,0
2019-05-02,26.75,86.25,0.768,0.616,1
2019-05-02,26.75,86.5,0.496,0.652,0
2019-05-02,26.75,86.75,0.845,0.831,1
2019-05-02,26.75,87.0,0.155,0.867,0
2019-05-02,26.75,87.25,0.515,0.741,0
2019-05-02,26.75,87.5,0.827,0.386,1
2019-05-02,26.75,87.75,0.492,0.526,0
2019-05-02,26.75,88.0,0.572,0.314,0
2019-05-02,26.75,88.25,0.622,0.501,0
2019-05-02,26.75,88.5,0.441,0.688,0
2019-05-02,27.0,83.5,0.571,0.848,0
2019-05-02,27.0,83.75,0.538,0.698,0
2019-05-02,27.0,84.0,0.776,0.327,1
2019-05-02,27.0,84.25,0.134,0.476,0
2019-05-02,27.0,84.5,0.311,0.693,0
2019-05-02,27.0,84.75,0.813,0.782,1
2019-05-02,27.0,85.0,0.768,0.889,1
2019-05-02,27.0,85.25,0.442,0.958,0
2019-05-02,27.0,85.5,0.565,0.906,0
2019-05-02,27.0,85.75,0.308,0.618,0
2019-05-02,27.0,86.0,0.241,0.808,0
2019-05-02,27.0,86.25,0.448,0.464,0
2019-05-02,27.0,86.5,0.365,0.343,0
2019-05-02,27.0,86.75,0.538,0.337,0
2019-05-02,27.0,87.0,0.158,0.464,0
2019-05-02,27.0,87.25,0.831,0.326,1
2019-05-02,27.0,87.5,0.84,0.878,1
2019-05-02,27.0,87.75,0.624,0.633,0
2019-05-02,27.0,88.0,0.502,0.851,0
2019-05-02,27.0,88.25,0.332,0.939,0
2019-05-02,27.0,88.5,0.71,0.976,1
2019-05-02,27.25,83.5,0.614,0.937,0
2019-05-02,27.25,83.75,0.222,0.787,0
2019-05-02,27.25,84.0,0.783,0.601,1
2019-05-02,27.25,84.25,0.717,0.707,1
2019-05-02,27.25,84.5,0.812,0.855,1
2019-05-02,27.25,84.75,0.644,0.91,0
2019-05-02,27.25,85.0,0.56,0.95,0
2019-05-02,27.25,85.25,0.414,0.797,0
2019-05-02,27.25,85.5,0.8,0.667,1
2019-05-02,27.25,85.75,0.75,0.958,1
2019-05-02,27.25,86.0,0.134,0.952,0
2019-05-02,27.25,86.25,0.12,0.625,0
2019-05-02,27.25,86.5,0.382,0.741,0
2019-05-02,27.25,86.75,0.708,0.85,1
2019-05-02,27.25,87.0,0.84,0.594,1
2019-05-02,27.25,87.25,0.213,0.864,0
2019-05-02,27.25,87.5,0.546,0.376,0
2019-05-02,27.25,87.75,0.386,0.627,0
2019-05-02,27.25,88.0,0.827,0.628,1
2019-05-02,27.25,88.25,0.732,0.766,1
2019-05-02,27.25,88.5,0.729,0.379,1
2019-05-02,27.5,83.5,0.452,0.37,0
2019-05-02,27.5,83.75,0.411,0.912,0
2019-05-02,27.5,84.0,0.305,0.507,0
2019-05-02,27.5,84.25,0.142,0.522,0
2019-05-02,27.5,84.5,0.749,0.828,1
2019-05-02,27.5,84.75,0.71,0.582,1
2019-05-02,27.5,85.0,0.85,0.866,1
2019-05-02,27.5,85.25,0.847,0.573,1
2019-05-02,27.5,85.5,0.517,0.817,0
2019-05-02,27.5,85.75,0.677,0.657,1
2019-05-02,27.5,86.0,0.809,0.936,1
2019-05-02,27.5,86.25,0.737,0.523,1
2019-05-02,27.5,86.5,0.286,0.547,0
2019-05-02,27.5,86.75,0.438,0.96,0
2019-05-02,27.5,87.0,0.197,0.802,0
2019-05-02,27.5,87.25,0.816,0.825,1
2019-05-02,27.5,87.5,0.555,0.501,0
2019-05-02,27.5,87.75,0.271,0.662,0
2019-05-02,27.5,88.0,0.604,0.513,0
2019-05-02,27.5,88.25,0.564,0.477,0
2019-05-02,27.5,88.5,0.369,0.664,0
2019-05-03,24.5,83.5,0.185,0.972,0
2019-05-03,24.5,83.75,0.604,0.446,0
2019-05-03,24.5,84.0,0.49,0.465,0
2019-05-03,24.5,84.25,0.679,0.465,1
2019-05-03,24.5,84.5,0.49,0.838,0
2019-05-03,24.5,84.75,0.739,0.647,1
2019-05-03,24.5,85.0,0.514,0.562,0
2019-05-03,24.5,85.25,0.521,0.874,0
2019-05-03,24.5,85.5,0.757,0.502,1
2019-05-03,24.5,85.75,0.403,0.567,0
2019-05-03,24.5,86.0,0.201,0.35,0
